
		Copies and Copyright-Notice

User is not entitled to change or erase data sets of the RegulonDB
database or to eliminate copyright notices from RegulonDB. Furthermore,
User is not entitled to expand RegulonDB or to integrate RegulonDB partly
or as a whole into other databank systems, without prior written consent
from CCG-UNAM.

Citation

User is committed to cite properly the use of RegulonDB. The current most
update publication concerning RegulonDB is:
Socorro Gama-Castro, Verónica Jiménez-Jacinto, Martin Peralta-Gil,
Alberto Santos-Zavaleta, Monica I. Peñaloza-Spindola, Bruno Contreras-Moreira,
Juan Segura-Salazar, Luis Muñiz-Rascado, Irma Martínez-Flores, Heladia Salgado,
César Bonavides-Martínez, Cei Abreu-Goodger, Carlos Rodriguez-Penagos, Juan Miranda-Rios,
Enrique Morett, Enrique Merino, Araceli M. Huerta, Luis Treviño-Quintanilla and Julio Collado-Vides.
"RegulonDB (Version 6.0): gene regulation model of Escherichia coli K-12 
beyond transcription, active (experimental) annotated promoters and textpresso navigation"
Nucleic Acids Research, 2008, vol 36.  D120-D124

Release: 6.3 Date: 30-JAN-09
_________________________________________________________________________________

Columns:
	(1) Gene identifier assigned by RegulonDB
	(2) Gene name 
	(3) Blattner number (bnumber) of the gene
	(4) Gene left end position in the genome
	(5) Gene right end position in the genome
	(6) DNA strand where the gene is coded
	(7) Product name of the gene
ECK120000731	plsB	b4041	4252066	4254489	reverse	glycerol-3-phosphate acyltransferase
ECK120000218	dgkA	b4042	4254660	4255028	forward	DgkA
ECK120000526	lexA	b4043	4255138	4255746	forward	LexA
ECK120001447	dinF	b4044	4255765	4257144	forward	DinF MATE Transporter
ECK120001856	yjbJ	b4045	4257260	4257469	forward	predicted stress response protein
ECK120001857	zur	b4046	4257511	4258026	reverse	Zur
ECK120001858	yjbL	b4047	4258344	4258598	forward	predicted protein
ECK120001859	yjbM	b4048	4258622	4259329	forward	predicted protein
ECK120001860	dusA	b4049	4259692	4260729	forward	tRNA-dihydrouridine synthase A
ECK120001861	pspG	b4050	4260863	4261105	forward	phage shock protein G
ECK120001448	qor	b4051	4261271	4262254	reverse	Qor
ECK120000230	dnaB	b4052	4262337	4263752	forward	DnaB
ECK120000001	alr	b4053	4263805	4264884	forward	alanine racemase 1, PLP-binding, biosynthetic
ECK120001029	tyrB	b4054	4265137	4266330	forward	TyrB
ECK120030090	yjbS	b4621	4266832	4267035	reverse	hypothetical protein
ECK120001862	aphA	b4055	4267437	4268150	forward	acid phosphatase/phosphotransferase monomer
ECK120001863	yjbQ	b4056	4268261	4268677	forward	conserved protein
ECK120001864	yjbR	b4057	4268681	4269037	forward	conserved protein
ECK120001050	uvrA	b4058	4269072	4271894	reverse	excision nuclease subunit A
ECK120000965	ssb	b4059	4272148	4272684	forward	ssDNA-binding protein
ECK120001865	yjcB	b4060	4272783	4273064	reverse	predicted inner membrane protein
ECK120001866	yjcC	b4061	4273494	4275080	forward	predicted signal transduction protein (EAL domain-containing protein)
ECK120000947	soxS	b4062	4275083	4275406	reverse	SoxS transcriptional dual regulator
ECK120000946	soxR	b4063	4275492	4275956	forward	SoxR transcriptional dual regulator
ECK120002587	ryjA	b4459	4275950	4276089	reverse	RyjA small RNA
ECK120001867	yjcD	b4064	4276502	4277851	forward	predicted permease
ECK120001868	yjcE	b4065	4278003	4279652	forward	YjcE CPA1 transporter
ECK120001869	yjcF	b4066	4279806	4281098	reverse	conserved protein
ECK120001870	actP	b4067	4281276	4282925	reverse	YjcG SSS transporter
ECK120001871	yjcH	b4068	4282922	4283236	reverse	conserved inner membrane protein
ECK120001411	acs	b4069	4283436	4285394	reverse	acetyl-CoA synthetase (AMP-forming)
ECK120001715	nrfA	b4070	4285787	4287223	forward	cytochrome C552
ECK120001872	nrfB	b4071	4287268	4287834	forward	nitrite reductase, formate-dependent, penta-heme cytochrome c
ECK120001873	nrfC	b4072	4287831	4288502	forward	formate-dependent nitrite reductase, 4Fe-4S subunit
ECK120001874	nrfD	b4073	4288499	4289455	forward	
ECK120001875	nrfE	b4074	4289535	4291193	forward	formate-dependent nitrite reductase; possible assembly function
ECK120001876	nrfF	b4075	4291186	4291569	forward	activator of formate-dependent nitrite reductase complex
ECK120001877	nrfG	b4076	4291566	4292162	forward	NrfG
ECK120000398	gltP	b4077	4292504	4293817	forward	GltP glutamate/aspartate DAACS transporter
ECK120001878	yjcO	b4078	4294459	4295148	reverse	conserved protein
ECK120000279	fdhF	b4079	4295242	4297389	reverse	formate dehydrogenase
ECK120001879	mdtP	b4080	4297587	4299053	reverse	predicted outer membrane factor of efflux pump
ECK120001880	mdtO	b4081	4299050	4301101	reverse	predicted multidrug efflux system component
ECK120001881	mdtN	b4082	4301101	4302132	reverse	predicted membrane fusion protein of efflux pump
ECK120030091	ytcA	b4622	4302151	4302426	reverse	hypothetical protein
ECK120001882	yjcS	b4083	4302635	4304620	reverse	predicted alkyl sulfatase
ECK120001883	alsK	b4084	4304893	4305822	reverse	D-allose kinase
ECK120001884	alsE	b4085	4305806	4306501	reverse	allulose-6-phosphate 3-epimerase
ECK120001885	alsC	b4086	4306512	4307492	reverse	AlsC
ECK120001886	alsA	b4087	4307471	4309003	reverse	AlsA
ECK120002305	alsB	b4088	4309130	4310065	reverse	AlsB
ECK120004319	rpiR	b4089	4310124	4311014	reverse	AlsR transcriptional repressor
ECK120001759	rpiB	b4090	4311373	4311822	forward	allose-6-phosphate isomerase / ribose-5-phosphate isomerase B monomer
ECK120002649	yjdP	b4487	4311891	4312220	forward	conserved hypothetical protein YjdP
ECK120000717	phnP	b4092	4312367	4313125	reverse	carbon-phosphorus lyase complex accessory protein
ECK120000716	phnO	b4093	4313127	4313561	reverse	predicted acyltransferase with acyl-CoA N-acyltransferase domain
ECK120000715	phnN	b4094	4313548	4314105	reverse	ribose 1,5-bisphosphokinase
ECK120000714	phnM	b4095	4314105	4315241	reverse	ATP-binding component of phosphonate transport
ECK120000713	phnL	b4096	4315238	4315918	reverse	PhnL
ECK120000712	phnK	b4097	4316029	4316787	reverse	PhnK
ECK120000711	phnJ	b4098	4316784	4317629	reverse	carbon-phosphorous lyase complex subunit
ECK120000710	phnI	b4099	4317622	4318686	reverse	carbon-phosphorus lyase complex subunit
ECK120000709	phnH	b4100	4318686	4319270	reverse	carbon-phosphorous lyase complex subunit
ECK120000708	phnG	b4101	4319267	4319719	reverse	carbon-phosphorous lyase complex subunit
ECK120000707	phnF	b4102	4319720	4320445	reverse	PhnF transcriptional regulator
ECK120004320	phnE		4320466	4320834	reverse	phosphonate/organophosphate ester transporter (pseudogene)
ECK120001256	phnE	b4104	4320684	4321304	reverse	PhnE
ECK120000706	phnD	b4105	4321359	4322375	reverse	PhnD
ECK120000705	phnC	b4106	4322400	4323188	reverse	PhnC
ECK120000704	yjdN	b4107	4323321	4323764	reverse	conserved protein
ECK120000703	yjdM	b4108	4324422	4324757	reverse	conserved protein
ECK120001190	yjdA	b4109	4325158	4327386	forward	conserved protein with nucleoside triphosphate hydrolase domain
ECK120004321	yjcZ	b4110	4327383	4328261	forward	conserved protein
ECK120001560	proP	b4111	4328525	4330027	forward	ProP
ECK120001562	basS	b4112	4330204	4331295	reverse	BasS
ECK120001563	basR	b4113	4331305	4331973	reverse	BasR transcriptional regulator
ECK120001561	eptA	b4114	4331970	4333613	reverse	predicted metal-dependent hydrolase
ECK120002306	adiC	b4115	4333717	4335054	reverse	AdiC
ECK120001892	adiY	b4116	4335191	4335952	reverse	AdiY transcriptional activator
ECK120001457	adiA	b4117	4336277	4338547	reverse	Adi
ECK120001208	melR	b4118	4338743	4339651	reverse	MelR transcriptional dual regulator
ECK120000570	melA	b4119	4339934	4341289	forward	&alpha;-galactosidase monomer
ECK120000571	melB	b4120	4341404	4342813	forward	MelB GPH transporter
ECK120004322	yjdF	b4121	4342952	4343581	reverse	conserved inner membrane protein
ECK120000350	fumB	b4122	4343703	4345349	reverse	fumarase B monomer
ECK120000005	dcuB	b4123	4345427	4346767	reverse	DcuB dicarboxylate Dcu transporter
ECK120004323	dcuR	b4124	4347338	4348057	reverse	DcuR transcriptional activator
ECK120004324	dcuS	b4125	4348054	4349685	reverse	sensory histidine kinase in two-component regulatory system with DcuR, regulator of anaerobic fumarate respiration
ECK120004325	yjdI	b4126	4349866	4350096	forward	conserved protein
ECK120004326	yjdJ	b4127	4350108	4350380	forward	predicted acyltransferase with acyl-CoA N-acyltransferase domain
ECK120004327	yjdK	b4128	4350607	4350903	forward	predicted protein
ECK120016324	yjdO	b4559	4350931	4351104	forward	predicted protein
ECK120000546	lysU	b4129	4351223	4352740	reverse	lysyl-tRNA synthetase
ECK120002307	yjdL	b4130	4352977	4354434	reverse	YjdL peptide POT transporter
ECK120000127	cadA	b4131	4354493	4356640	reverse	CadA
ECK120000128	cadB	b4132	4356720	4358054	reverse	CadB cadaverine/lysine APC exchanger
ECK120000129	cadC	b4133	4358419	4359957	reverse	CadC transcriptional activator
ECK120002506	pheU	b4134	4360574	4360649	reverse	tRNA<SUP>pheU</SUP>
ECK120002069	yjdC	b4135	4360756	4361331	reverse	predicted transcriptional regulator
ECK120002071	dipZ	b4136	4361368	4363065	reverse	DsbD<SUB>reduced</SUB>
ECK120002070	cutA	b4137	4363041	4363379	reverse	copper binding protein CutA
ECK120001203	dcuA	b4138	4363495	4364796	reverse	DcuA dicarboxylate Dcu transporter
ECK120000091	aspA	b4139	4364914	4366350	reverse	AspA
ECK120004328	fxsA	b4140	4366687	4367163	forward	inner membrane protein; overproduction inhibits F exclusion of bacteriophage T7
ECK120004329	yjeH	b4141	4367179	4368435	reverse	YjeH  APC transporter
ECK120000593	groS	b4142	4368711	4369004	forward	GroES, chaperone binds to Hsp60 in pres. Mg-ATP, suppressing its ATPase activity
ECK120000592	groL	b4143	4369048	4370694	forward	GroEL, chaperone Hsp60, peptide-dependent ATPase, heat shock protein
ECK120004330	yjeI	b4144	4370832	4371185	forward	conserved protein
ECK120004331	yjeJ	b4145	4371388	4372257	reverse	predicted protein
ECK120004332	yjeK	b4146	4372652	4373680	reverse	lysine 2,3-aminomutase
ECK120002004	efp	b4147	4373722	4374288	forward	protein chain elongation factor EF-P
ECK120002571	ecnA	b4410	4374340	4374465	forward	entericidin A, antidote to lipoprotein entericidin B
ECK120002651	ecnB	b4411	4374576	4374722	forward	entericidin B
ECK120001564	sugE	b4148	4374898	4375215	forward	SugE SMR transporter
ECK120004333	blc	b4149	4375212	4375745	reverse	Blc outer membrane lipoprotein (lipocalin)
ECK120000036	ampC	b4150	4375834	4376967	reverse	&beta;-lactamase; penicillin resistance
ECK120000327	frdD	b4151	4377030	4377389	reverse	fumarate reductase membrane protein
ECK120000326	frdC	b4152	4377400	4377795	reverse	fumarate reductase membrane protein
ECK120000325	frdB	b4153	4377806	4378540	reverse	fumarate reductase iron-sulfur protein
ECK120000324	frdA	b4154	4378533	4380341	reverse	fumarate reductase flavoprotein
ECK120001191	poxA	b4155	4380666	4381643	forward	putative regulator of pyruvate oxidase
ECK120002308	yjeM	b4156	4381862	4383364	forward	YjeM APC transporter
ECK120004334	yjeN	b4157	4383416	4383730	forward	predicted protein
ECK120004335	yjeO	b4158	4383727	4384041	forward	conserved inner membrane protein
ECK120004336	yjeP	b4159	4384070	4387393	reverse	predicted mechanosensitive channel
ECK120000766	psd	b4160	4387415	4388383	reverse	phosphatidylserine decarboxylase, proenzyme
ECK120004337	rsgA	b4161	4388480	4389532	reverse	ribosome small subunit-dependent GTPase A
ECK120004338	orn	b4162	4389627	4390172	forward	oligoribonuclease monomer
ECK120002480	glyV	b4163	4390383	4390458	forward	tRNA<SUP>glyV</SUP>
ECK120002482	glyX	b4164	4390495	4390570	forward	tRNA<SUP>glyX</SUP>
ECK120002483	glyY	b4165	4390606	4390681	forward	tRNA<SUP>glyY</SUP>
ECK120004339	yjeS	b4166	4390951	4392090	reverse	predicted Fe-S electron transport protein
ECK120001694	yjeF	b4167	4392089	4393636	forward	predicted carbohydrate kinase
ECK120001693	yjeE	b4168	4393608	4394069	forward	essential protein with weak ATPase activity
ECK120001332	amiB	b4169	4394088	4395425	forward	N-acetylmuramoyl-L-alanine amidase 2
ECK120001254	mutL	b4170	4395435	4397282	forward	MutL
ECK120000588	miaA	b4171	4397275	4398225	forward	&delta;(2)-isopentenylpyrophosphate tRNA-adenosine transferase
ECK120000431	hfq	b4172	4398311	4398619	forward	RNA-binding protein that affects many cellular processes; homolog of mammalian Sm/Sm-like proteins
ECK120000430	hflX	b4173	4398695	4399975	forward	putative GTPase; possible regulator of HflKC
ECK120000429	hflK	b4174	4400061	4401320	forward	regulator of FtsH protease
ECK120000428	hflC	b4175	4401323	4402327	forward	regulator of FtsH protease
ECK120004340	yjeT	b4176	4402409	4402606	forward	conserved inner membrane protein
ECK120000781	purA	b4177	4402710	4404008	forward	PurA
ECK120001192	nsrR	b4178	4404213	4404638	forward	NsrR transcriptional repressor
ECK120001234	rnr	b4179	4404677	4407118	forward	RNase R
ECK120004341	rlmB	b4180	4407298	4408029	forward	23S rRNA methyltransferase monomer
ECK120004342	yjfI	b4181	4408156	4408557	forward	conserved protein
ECK120004343	yjfJ	b4182	4408576	4409274	forward	predicted transcriptional regulator effector protein
ECK120004344	yjfK	b4183	4409325	4409984	forward	conserved protein
ECK120004345	yjfL	b4184	4410002	4410400	forward	conserved inner membrane protein
ECK120004346	yjfM	b4185	4410410	4411048	forward	conserved protein
ECK120001746	yjfC	b4186	4411051	4412214	forward	predicted synthetase/amidase
ECK120001745	aidB	b4187	4412298	4413923	forward	AidB
ECK120004347	yjfN	b4188	4414040	4414315	reverse	predicted protein
ECK120004348	yjfO	b4189	4414464	4414793	reverse	conserved protein
ECK120004349	yjfP	b4190	4414975	4415724	forward	esterase
ECK120004350	ulaR	b4191	4415721	4416476	reverse	UlaR transcriptional repressor
ECK120004351	ulaG	b4192	4416584	4417648	reverse	phosphodiesterase / predicted L-ascorbate 6-phosphate lactonase
ECK120004352	ulaA	b4193	4418003	4419400	forward	UlaA
ECK120002309	ulaB	b4194	4419416	4419721	forward	UlaB
ECK120002310	ulaC	b4195	4419731	4420195	forward	UlaC
ECK120004353	ulaD	b4196	4420209	4420859	forward	3-keto-L-gulonate 6-phosphate decarboxylase
ECK120004354	ulaE	b4197	4420869	4421723	forward	L-xylulose 5-phosphate 3-epimerase
ECK120004355	ulaF	b4198	4421723	4422409	forward	L-ribulose 5-phosphate 4-epimerase
ECK120004356	yjfY	b4199	4422539	4422814	reverse	predicted protein
ECK120000896	rpsF	b4200	4423141	4423536	forward	30S ribosomal subunit protein S6
ECK120000755	priB	b4201	4423543	4423857	forward	PriB
ECK120000908	rpsR	b4202	4423862	4424089	forward	30S ribosomal subunit protein S18
ECK120000861	rplI	b4203	4424131	4424580	forward	50S ribosomal subunit protein L9
ECK120004357	yjfZ	b4204	4424651	4425445	reverse	predicted protein
ECK120004358	ytfA	b4205	4425792	4426118	forward	predicted transcriptional regulator
ECK120004359	ytfB	b4206	4426102	4426740	reverse	predicted cell envelope opacity-associated protein
ECK120004360	fklB	b4207	4426958	4427578	forward	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)
ECK120002311	cycA	b4208	4427887	4429299	forward	CycA serine/alanine/glycine APC transporter
ECK120004361	ytfE	b4209	4429344	4430006	reverse	protein involved in repair of stress-damaged iron-sulfur clusters
ECK120004362	ytfF	b4210	4430114	4431088	reverse	inner membrane protein
ECK120004363	ytfG	b4211	4431187	4432047	reverse	NAD(P)H:quinone oxidoreductase
ECK120004364	ytfH	b4212	4432136	4432516	forward	predicted transcriptional regulator
ECK120000156	cpdB	b4213	4432645	4434588	reverse	2',3'-cyclic nucleotide 2'-phosphodiesterase/3'-nucleotidase
ECK120000039	cysQ	b4214	4434778	4435518	forward	adenosine-3'(2'),5'-bisphosphate nucleotidase
ECK120004365	ytfI	b4215	4435730	4436668	forward	predicted protein
ECK120004366	ytfJ	b4216	4436731	4437285	reverse	conserved protein
ECK120004367	ytfK	b4217	4437610	4437816	forward	conserved protein
ECK120004368	ytfL	b4218	4437895	4439238	reverse	putative transport protein
ECK120001397	msrA	b4219	4439561	4440199	reverse	methionine sulfoxide reductase A
ECK120004369	ytfM	b4220	4440405	4442138	forward	outer membrane protein
ECK120004370	ytfN	b4221	4442135	4445914	forward	conserved protein
ECK120004371	ytfP	b4222	4445917	4446258	forward	conserved protein
ECK120001193	yzfA	b4223	4445999	4446268	reverse	predicted protein
ECK120001225	chpS	b4224	4446470	4446721	forward	ChpS antitoxin of the ChpB-ChpS toxin-antitoxin system
ECK120002001	chpB	b4225	4446715	4447065	forward	ChpB toxin of the ChpB-ChpS toxin-antitoxin system
ECK120000746	ppa	b4226	4447145	4447675	reverse	Ppa
ECK120002312	ytfQ	b4227	4447985	4448941	forward	YtfQ
ECK120002313	ytfR	b4485	4449081	4450583	forward	YtfR
ECK120002314	ytfT	b4230	4450597	4451619	forward	YtfT
ECK120002293	yjfF	b4231	4451606	4452601	forward	YjfF
ECK120000277	fbp	b4232	4452634	4453632	reverse	fructose-1,6-bisphosphatase monomer
ECK120002294	mpl	b4233	4453808	4455181	forward	UDP-N-acetylmuramate:L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-diaminopimelate ligase
ECK120001376	yjgA	b4234	4455337	4455888	reverse	putative alpha-helix protein
ECK120000732	pmbA	b4235	4455982	4457334	forward	protease involved in Microcin B17 maturation and in sensitivity to the DNA gyrase inhibitor LetD
ECK120002567	cybC	b4236	4457576	4457878	forward	cytochrome b562 (soluble)
ECK120004452	nrdG	b4237	4457923	4458387	reverse	NrdG
ECK120001382	nrdD	b4238	4458545	4460683	reverse	ribonucleoside-triphosphate reductase
ECK120001368	treC	b4239	4461077	4462732	reverse	trehalose-6-phosphate hydrolase
ECK120002029	treB	b4240	4462782	4464203	reverse	TreB
ECK120002090	treR	b4241	4464322	4465269	reverse	TreR transcriptional repressor
ECK120002316	mgtA	b4242	4465648	4468344	forward	magnesium transporter
ECK120004372	yjgF	b4243	4468550	4468936	reverse	conserved protein
ECK120000802	pyrI	b4244	4469009	4469470	reverse	aspartate carbamoyltransferase, PyrI subunit
ECK120000796	pyrB	b4245	4469483	4470418	reverse	aspartate carbamoyltransferase, PyrB subunit
ECK120001252	pyrL	b4246	4470422	4470556	reverse	Pyr operon leader peptide
ECK120004373	Phantom Gene		4470536	4470868	forward	
ECK120004374	yjgH	b4248	4470837	4471232	reverse	predicted mRNA endoribonuclease
ECK120004375	yjgI	b4249	4471363	4472076	reverse	predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain
ECK120004377	yjgJ	b4251	4472147	4472740	forward	predicted transcriptional regulator
ECK120004376	Phantom Gene		4472250	4472414	forward	
ECK120004378	yjgK	b4252	4472885	4473337	forward	conserved protein
ECK120004379	yjgL	b4253	4473460	4475274	forward	predicted protein
ECK120000065	argI	b4254	4475330	4476334	reverse	ArgI
ECK120004380	rraB	b4255	4476496	4476912	forward	ribonuclease E inhibitor protein B
ECK120004381	yjgM	b4256	4477057	4477560	reverse	predicted acetyltransferase
ECK120004382	yjgN	b4257	4477753	4478949	forward	conserved inner membrane protein
ECK120001056	valS	b4258	4479005	4481860	reverse	valyl-tRNA synthetase
ECK120001379	holC	b4259	4481860	4482303	reverse	DNA polymerase III, &chi; subunit
ECK120000686	pepA	b4260	4482463	4483974	reverse	aminopeptidase A/I
ECK120004383	lptF	b4261	4484241	4485341	forward	conserved inner membrane protein
ECK120004384	lptG	b4262	4485341	4486423	forward	conserved inner membrane protein
ECK120004385	yjgR	b4263	4486584	4488086	reverse	predicted ATPase
ECK120004386	idnR	b4264	4488164	4489162	reverse	IdnR transcriptional regulator
ECK120002317	idnT	b4265	4489229	4490548	reverse	L-idonate / 5-ketogluconate / gluconate transporter
ECK120004387	idnO	b4266	4490610	4491374	reverse	5-keto-D-gluconate 5-reductase
ECK120004388	idnD	b4267	4491398	4492429	reverse	L-idonate 5-dehydrogenase
ECK120002051	idnK	b4268	4492646	4493209	forward	gluconokinase II
ECK120001400	yjgB	b4269	4493213	4494232	reverse	predicted alcohol dehydrogenase, Zn-dependent and NAD(P)-binding
ECK120002495	leuX	b4270	4494428	4494512	forward	tRNA<SUP>leuX</SUP>
ECK120002232	intB	b4271	4494773	4495963	forward	KpLE2 phage-like element; predicted integrase
ECK120023922	insCD-6		4496250	4497523	forward	
ECK120004389	insC-6	b4272	4496250	4496660	forward	
ECK120004390	insD-6	b4273	4496618	4497523	forward	
ECK120004391	yjgW	b4274	4497622	4497957	forward	KpLE2 phage-like element; predicted protein
ECK120026456	yjgX_3		4497700	4497942	reverse	
ECK120004392	yjgX_2		4498066	4498512	reverse	KpLE2 phage-like element; predicted protein
ECK120004393	yjgX_1		4498455	4498814	reverse	KpLE2 phage-like element; predicted protein, N-ter fragment
ECK120004394	yjgZ	b4277	4499283	4499612	forward	KpLE2 phage-like element; predicted protein
ECK120004395	insG	b4278	4500126	4501454	reverse	IS1 predicted transposase
ECK120002318	yjhB	b4279	4502081	4503298	forward	YjhB  MFS transporter
ECK120004396	yjhC	b4280	4503310	4504428	forward	KpLE2 phage-like element; predicted oxidoreductase
ECK120033233	ythA	b4655	4504471	4504596	forward	predicted protein
ECK120004397	yjhD	b4281	4504649	4504879	reverse	KpLE2 phage-like element; predicted protein
ECK120004398	yjhE		4504884	4505132	forward	KpLE2 phage-like element; predicted membrane protein (pseudogene)
ECK120004399	insN-2	b4283	4505220	4505486	forward	KpLE2 phage-like element; partial regulator of insertion element IS911B (interrupted)
ECK120004400	insI-3	b4284	4505489	4506640	reverse	
ECK120026457	insM		4506597	4506965	reverse	
ECK120004401	insO-2	b4285	4506981	4507577	forward	KpLE2 phage-like element; partial transposase
ECK120016925	yjhW		4507574	4507816	forward	
ECK120004402	yjhV	b4286	4507743	4508156	forward	KpLE2 phage-like element; predicted protein
